,title,link,content
0,"현대차, 방탄소년단과 '수소 에너지' 알린다",http://news.tf.co.kr/read/economy/1865496.htm,"현대차, BTS 출연 '수소 에너지' 다큐멘터리 예고 공개 현대자동차(현대차)는 세계 환경의 날(6월 5일)을 맞이해 방탄소년단이 출연하는 '수소 에너지' 주제의 다큐멘터리 예고편 영상을 공개했다고 3일 밝혔다. 현대차는..."
1,"현대차 고성능브랜드 N, 독일서 24시 내구레이스에 도전",http://www.etnews.com/20210603000026,"현대차가 이달 5∼6일(현지시각) 독일 뉘르부르크링 서킷에서 열리는 '2021 뉘르부르크링 24시 내구레이스... 현대차에 따르면 24시 내구레이스의 완주율은 보통 60∼70%대에 불과하며, 작년에는 총 97대가 출전해..."
2,"현대차·기아, 美서 3개월 연속 역대 최대판매…17만대 팔려",http://www.newsis.com/view/?id=NISX20210603_0001463353&cID=13001&pID=13000,"3일 현대차미국판매법인(HMA)에 따르면 현대차는 지난달 미국 시장에서 전년 동기 대비 56% 증가한 9만17대를 판매, 역대 최대 판매 기록을 세웠다. 이로써 현대차는 3개월 연속 최대 판매 기록을 경신했다...."
3,"현대차-방탄소년단, 환경의 날 맞아 ‘수소 에너지’ 알린다",https://www.donga.com/news/article/all/20210603/107251074/2,현대차는 2020년부터 방탄소년단과 함께 ‘비코우즈 오브 유’라는 슬로건 아래 미래 청정에너지 수소의... 현대차 ‘수소 에너지’ 다큐멘터리 예고편 영상은 3일 현대차 월드와이드 유튜브 및 현대 라이프스타일...
4,"""우리 회사는?""…삼성 LG 이어 현대차도 '백신휴가' 간다",http://news.mk.co.kr/newsRead.php?no=533686&year=2021,"현대차, 백신접종땐 2일 휴가 기아·모비스·로템도 도입 논의 한화·두산·LS그룹도 2~3일 일부선 휴가... 이어 현대차와 SK그룹도 백신휴가제 실시 대열에 동참한다. 주요 기업들의 뒤를 이어 재계 전반에 백신휴가제..."
5,"현대차 노사, 사회복지종사자·소상공인 지원금 1억원 기탁",http://yna.kr/AKR20210603108700057?did=1195m,"사회복지 종사자들은 10만 히어로 포인트(1포인트는 1원)를 받아 착한가게에서 사용할 수 있다. 현대차 관계자는 ""사회안전망을 지키기 위해 수고하는 지역 사회복지 종사자와 소상공인을 응원한다""고 말했다."
6,현대차 'H-모빌리티 클래스' 모집...전기차·자율주행차 교육,http://www.fnnews.com/news/202106020904470901,현대차는 2일 차량 전동화 및 자율주행차 분야의 국가경쟁력 강화를 지원하기 위해 국내 이공계 대학(원)생을... 현대차는 이번 프로그램 참가자로 이공계 대학(원)생 850명을 선발할 예정이다. 오는 16일 오전10시까지...
7,"현대차·기아, 5월 美 판매 17만대 넘어…3개월 연속 신기록",https://www.hankyung.com/economy/article/2021060320321,"현대차그룹은 현대차(제네시스 포함)와 기아가 지난달 미국에서 작년 동기 대비 66.1% 증가한 17만4043대를 판매한 것으로 집계됐다고 3일 밝혔다. 3월 14만4932대, 4월 15만994대에 이어 3개월 연속 월간 최다 판매..."
8,"현대차·기아, 품질향상 앞장서 준 협력사 찾아가 포상한다",http://www.edaily.co.kr/news/newspath.asp?newsid=01590806629077784,"현대차·기아 구매본부 김현태 상무, 일지테크 구준모 대표이사, 일지테크 김민철 노조위원장 현대자동차... 현대차와 기아는 코로나19 장기화로 힘든 대외 여건 속에서도 적극적인 협업을 통해 차량 개발에 기여한..."
9,삼성·현대차·SK·LG가 71대 그룹 매출·고용의 절반 차지,http://yna.kr/AKR20210602065000003?did=1195m,"국내 71개 기업집단(그룹)의 지난해 매출과 고용을 삼성, 현대차, SK, LG 등 4대 그룹이 이끌고 있는... 현대차 매출은 181조원(비중 11.3%), SK 139조원(8.7%), LG 123조원(7.7%) 순이었다. 4대 그룹의 매출 총액은..."
10,"현대차, '코로나 백신 휴가제' 도입한다",http://www.newsis.com/view/?id=NISX20210602_0001462018&cID=13001&pID=13000,2일 업계에 따르면 현대차는 지난 1일 백신휴가제를 도입키로 했다. 이에 따라 코로나19 백신을 접종하는 직원들은 접종일과 다음날까지 유급휴가를 받게 된다. 현대차 외에도 현대차그룹 계열사 대부분이 백신휴가제를...
11,삼성전자 이어 현대차마저…목표주가 낮춘 보고서 등장,http://news.mk.co.kr/newsRead.php?no=538380&year=2021,올랐던 현대차에 대해 처음으로 목표가를 내린 보고서가 나와 주목된다. 지난달 중순 이후 삼성전자... 지난 1일 삼성증권은 현대차 목표주가를 32만5000원에서 30만5000원으로 내렸다. 임은영 삼성증권 수석연구위원은...
12,"현대차, 이공계 인재 대상 'H-모빌리티 클래스' 교육생 모집",http://www.newsis.com/view/?id=NISX20210602_0001461898&cID=13001&pID=13000,"현대차는 2일 차량 전동화, 자율주행차 분야의 국가경쟁력 강화를 지원하기 위해 국내 이공계 대학(원)생을... 현대차는 이번 프로그램 참가자로 이공계 대학(원)생 850명을 선발할 예정이다. 오는 16일 오전 10시까지 모집..."
13,"현대차-기아, 찾아가는 포상 이벤트",http://www.newsis.com/view/?id=NISI20210602_0017514619,"사진은 우수협력사 포상 행사에 참석한 현대차·기아 구매본부 김현태(왼쪽부터) 상무, 일지테크 구준모 대표이사, 일지테크 김민철 노조위원장. (사진=현대차 제공) 2021.06.02. photo@newsis.com *재판매 및 DB 금지..."
14,"현대차, 5월 32만3129대 판매…전년比 42.7% 늘었다",http://www.fnnews.com/news/202106011627499915,"현대차는 반도체 부족 현상 등 영향으로 국내 시장에서 전년 같은 기간보다 12.4% 감소한 6만2056대를... 현대차는 코로나19 극복을 위한 활동에 적극적으로 동참하는 한편, 판매 정상화를 위해 힘쓸 계획이다...."
15,"현대차·기아, 5월 미국 판매 17만4천대…3개월 연속 최다",https://news.kbs.co.kr/news/view.do?ncd=5200955&ref=A,현대차와 기아가 미국 시장에서 월간 최다 판매 기록을 3개월 연속 경신했습니다. 현대차그룹은 현대차와 기아의 5월 미국 판매량(제네시스 포함)이 작년 동기 대비 66.1% 증가한 17만4천43대라고 3일 밝혔습니다....
16,"현대차·기아, 품질향상 앞장서 준 협력사 찾아가 포상한다",http://www.edaily.co.kr/news/newspath.asp?newsid=01590806629077784,"현대차·기아 구매본부 김현태 상무, 일지테크 구준모 대표이사, 일지테크 김민철 노조위원장 현대자동차... 현대차와 기아는 코로나19 장기화로 힘든 대외 여건 속에서도 적극적인 협업을 통해 차량 개발에 기여한..."
17,"현대차·기아, 반도체 위기에도 5월 판매 선방(종합)",https://view.asiae.co.kr/article/2021060117012327911,"현대차는 지난 5월 국내 6만2056대, 해외 26만1073대 등 차량 총 32만3129대를 판매했다고 1일 밝혔다.... 현대차는 반도체 부족 현상 등 영향으로 국내 시장에서 전년 동월보다 판매량이 감소했다고 설명했다...."
18,"현대차·기아, 우수 협력사 직접 찾아 포상한다",http://news.tf.co.kr/read/economy/1865382.htm,"현대차·기아 ""코로나19 등 힘든 여건, 협력사와 함께 이겨낼 것 현대자동차(현대차)와 기아는 협력사를 대상으로 '찾아가는 포상 이벤트'를 실시한다고 2일 밝혔다. '찾아가는 포상 이벤트'는 신차 개발 및 최고 수준의..."
19,"현대차, 독일 24시 내구레이스 출전",https://www.news1.kr/photos/view/?4802140,올해로 6회째 참가하는 현대차는 TCR 클래스에 i30 N TCR과 엘란트라 N TCR을 투입한다. SP2T 클래스(1.... 사진은 지난 5월 8~9일 열린 뉘르부르크링 예선 레이스 주행중인 i20 N의 모습. (현대차 제공) 2021.6.3/뉴스1
20,"현대차, 'H-모빌리티 클래스' 실시…이공대생 850명 모집",https://www.hankyung.com/economy/article/202106024257g,현대차는 국내 이공계 대학(원)생을 대상으로 'H-모빌리티 클래스'를 실시한다고 2일 밝혔다. H-모빌리티... 현대차는 전문 지식을 배울 수 있는 온라인 강의를 교육생들에게 무상으로 제공한다. 이번 교육 프로그램 중 기본...
21,‘고성능 아반떼’ 나온다… 현대차 ‘N 라인업’ 18개로 확장,https://biz.chosun.com/industry/car/2021/06/03/K2WF6AQY5NEHFJCGFIIBSA6ZNU/?utm_source=naver&utm_medium=original&utm_campaign=biz,N라인은 현대차의 고성능 모델이다. 현대차는 2022년까지 다양한 차급별로 총 18개 차종의 고성능 모델을 갖추겠다는 전략이다. 3일 환경부에 따르면 현대차는 최근 아반떼 2.0 T-GDI에 대한 배출가스 및 소음인증을...
22,올해 교섭 방향 밝히는 이상수 현대차 노조지부장,http://yna.kr/PYH20210603047600057?did=1196m,이상수 현대차 노조지부장이 3일 울산공장 내 노조사무실에서 올해 임단협 교섭 방향을 설명하고 있다. 2021.6.3 [현대차 노조 제공. 재판매 및 DB 금지]
23,5월 현대차 국내외 32만 대 판매…42.7%↑,https://news.kbs.co.kr/news/view.do?ncd=5200766&ref=A,"현대차가 지난달 차량용 반도체 부족에 따른 생산 차질에도 불구하고 좋은 실적을 거둔 것으로 나타났습니다. 현대차는 지난달 국내 6만 2천여 대, 해외 26만 천여 대 등 모두 32만 3천여 대를 판매해 1년전에 비해..."
24,"현대차證 ""피카소 특별전으로 코로나블루 이겨요""",http://www.fnnews.com/news/202106031453507889,현대차증권은 코로나19로 침체된 분위기를 환기하기 위해 문화마케팅에 나선다고 3일 밝혔다. 이번 서비스는 현대차증권 상위 VIP고객 대상으로 진행된다. 이들에게는 ‘피카소 탄생 140주년 특별전’ 입장권과...
25,"현대차, 아이오닉5 타차종으로 전환하면 최대 100만원 할인",http://www.newsis.com/view/?id=NISX20210602_0001462957&cID=13001&pID=13000,차량용 반도체 대란으로 현대차 전용 전기차 아이오닉5 출고가 지연됨에 따라 타 차종 전환을 유도키로 한 것으로 보인다. 2일 업계에 따르면 현대차는 6월 판매조건으로 아이오닉5 출고를 3개월 이상 기다린...
26,"기아, 글로벌 누적 판매 5천만대 돌파…증가세 ‘형님’ 현대차 추월",http://sports.khan.co.kr/news/sk_index.html?art_id=202106031523013&sec_id=563002&pt=nv,"판매 증가율만 보면 ‘형님’ 격인 현대차를 추월할 태세다. 실제로 기아는 지난달 미국 시장에서 17만315대를 판매, 3개월 연속 판매 기록을 갱신했다. 이날 현대차그룹에 따르면 현대차와 기아의 미국 내 월..."
27,"""현대차, 경비용역 동원해 '알박기 집회'…경찰은 수수방관""",https://imnews.imbc.com/news/2021/society/article/6229997_34873.html,"열고 ""현대차가 '알박기 집회'로 분쟁 상대방 측의 집회를 막고 있지만, 경찰은 이를 수수방관하고 있다""며 ""대통령과 정부가 약자들의 집회 자유를 되찾아 달라""고 호소했습니다. 이들은 ""현대차는 집회 참가자들을..."
28,"'아이오닉5' 1919대·테슬라 모델Y 3461대…현대차, 뼈아픈 5월",http://www.newsis.com/view/?id=NISX20210603_0001464407&cID=13001&pID=13000,반면 현대차가 야심차게 준비해온 '아이오닉5'는 1919대 판매되는 데 그쳤다. 사전예약이 4만대에 이를... 테슬라의 약진으로 보조금 소진 속도가 빨라지자 현대차는 이달 '아이오닉5' 대기자들이 다른...
29,현대차 공매도 급증…공매 거래금액 4배 늘어,http://www.pinpointnews.co.kr/view.php?ud=20210603063235720cd1e7f0bdf_45,한국거래소에 따르면 2일 현대차 공매도는 3만5567주로 나타났다. 거래대금은 84억7635만원 규모다. 앞서 지난 1일 현대차는 9074주의 공매도가 진행됐고 이에 따른 거래 금액은 21억4520만원이다. 현대차는 2일 공매도...
30,"[산업 Now] 현대차·기아, 美 석달 연속 최대 실적…친환경차 시장 확대 ‘청신호’",https://biz.sbs.co.kr/article_hub/20000017820?division=NAVER,"현대차와 기아가 지난달 미국 시장에서 3개월 연속 월간 최대 판매 실적을 세웠습니다. 친환경 차 판매를... 최나리 기자, 현대차와 기아가 미국에서 얼마나 판매한 것인가요? [기자] 지난달 미국 시장 판매량은 모두..."
31,"中 저가 공세에…현대차, 전기버스 가격 20% 내렸다",http://www.etnews.com/20210602000195,반면 국내 시장점유율 1위 현대차의 가격 인하로 최소 3억원 후반대를 유지하는 국내 중견·중소업계가 적잖은 영향을 받을 것으로 예상된다. 현대차의 가격 인하가 국산 전기버스업계 전반으로 확대될지 주목된다....
32,현대차 백신 휴가제 도입...접종 당일·다음날 유급휴가,http://www.newspim.com/news/view/20210602000677,2일 현대차에 따르면 현대차 노사는 지난 1일 협의를 통해 백신 휴가제를 도입하기로 합의했다. 현대기아차 서울 양재동 사옥<사진=현대기아차> 이에 이달부터 백신을 접종받는 직원은 접종 당일과 다음날까지 이틀 간...
33,"현대차, 아이오닉 5 '출고적체'에 ""다른 친환경차로 바꾸면 할인""",http://www.edaily.co.kr/news/newspath.asp?newsid=03296406629077784,현대차 아이오닉 5 현대자동차(005380)가 야심차게 출시한 전용 전기차 아이오닉 5의 생산차질로 인해... 2일 현대차에 따르면 아이오닉 5는 지난달 1919대가 판매됐다. 4월에는 114대가 팔려 총 판매대수는 2033대다. 당초...
34,"현대차, 5월 전세계 32만3129대 판매···내수는 12% 감소",https://www.sedaily.com/NewsView/22NGUMSDNH,"1일 현대차는 지난달 국내 6만2,056대, 해외 26만1,073대 등 총 32만3,129대를 판매했다고 박혔다. 지난해... 현대차는 코로나19 극복을 위한 활동에 적극적으로 동참하고 판매 정상화를 위해 힘쓸 계획이다. 현대차..."
35,"현대차·기아, '반도체 보릿고개'에도 5월 판매 '껑충'(종합)",http://yna.kr/AKR20210601130351003?did=1195m,"생산 차질에 내수는 10% 안팎 감소…코로나 기저효과로 수출 70% 증가 현대차는 지난달 국내외에서... 현대차는 5월 국내 6만2천56대, 해외 26만1천73대 등 총 32만3천129대를 판매했다고 1일 밝혔다. 이는 작년 같은..."
36,5월 현대차 국내외 32만 대 판매…42.7%↑,https://news.kbs.co.kr/news/view.do?ncd=5200429&ref=A,"현대차가 지난달 차량용 반도체 부족에 따른 생산 차질에도 불구하고 좋은 실적을 거둔 것으로 나타났습니다. 현대차는 지난달 국내 6만 2천여 대, 해외 26만 천여 대 등 모두 32만 3천여 대를 판매해 1년전에 비해..."
37,"금감원 ""현대차, 불공정거래 여부 확인 사실 없어""",http://www.edaily.co.kr/news/newspath.asp?newsid=03968806629077456,금융감독원은 1일 “한국거래소에서 통보 받은 현대차 관련 불공정거래 혐의에 대한 조사를 진행 중”이라면서도 “현재까지 불공정거래 여부가 확인된 사실이 없다”고 밝혔다. 현대차그룹이 애플과의 자율주행차...
38,"현대차·기아, 美서 5월 17만대 팔았다…3개월 연속 최대 실적",http://www.etnews.com/20210603000310,현대차와 기아가 5월 미국 시장에서 17만315대를 판매해 3개월 연속 월간 최대 판매 실적을 기록했다. 2일 현대차·기아 미국판매법인에 따르면 현대차는 지난달 미국 시장에서 9만17대를 판매해 작년 동기 대비 56...
39,"삼성도, 현대차도 '백신휴가'…접종 대상 확대에 기업들 속속 도입",https://www.news1.kr/articles/?4327528,3일 재계에 따르면 현대차는 이달 1일부터 백신 접종 직원에게 접종 당일과 다음날까지 이틀간의 유급 휴가를 부여하기로 했다. 현대차의 유급 휴가 대상에는 본사 사무직과 현장 생산직 등 전 직원에게 적용된다....
40,"현대차, 아산공장 30일 휴업 검토…전기차 전환 속 협력업체 ‘한숨’",https://biz.sbs.co.kr/article_hub/20000017636?division=NAVER,"현대차는 다음 달 아산공장 가동을 30일 더 중단하는 계획을 검토 중입니다. 오는 11월에도 20일 간의 휴업이... 현대차 관계자는 이번 가동 중단에 대해 ""전기차 생산 설비 공사에 따른 것""이라며 ""차량용 반도체 부족과는..."
41,현대차도 동참... 4대 그룹 코로나 백신휴가 모두 시행,http://www.wsobi.com/news/articleView.html?idxno=123871,"현대차가 가세하면서 삼성, SK, LG를 포함해 4대 기업이 코로나19 접종 이후 백신휴가를 도입해 실행키로 했다. 앞으로 코로나19 백신을 접종하는 직원들은 접종일과 다음날까지 유급 휴가를 받을 수 있다. 1일 현대차는..."
42,'우즈'타고 '백신'맞은 현대차·기아·제네시스 美판매 천장 뚫었다,http://news.mt.co.kr/mtview.php?no=2021060308395325812,미국 내 경기 회복 흐름에 올라탄 현대차그룹의 질주가 무섭다. 매달 역대 최대 판매 실적을 갈아치우며 대박 행진을 이어가고 있다. 3일 현대차그룹에 따르면 현대차·기아는 지난달 미국에서 전년 동월 대비 66....
43,"현대차, 미래차 인재 양성위한 ‘H-모빌리티 클래스’ 교육생 모집",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202106021021096310041,현대차는차량 전동화 및 자율주행차 분야의 국가경쟁력 강화를 지원하기 위해 국내 이공계 대학(원)생을... 현대차는 이번 프로그램 참가자로 이공계 대학(원)생 850명을 선발할 예정이다. 오는 16일 오전 10시까지 모집...
44,"현대차, 5월 전세계 32만3129대 판매…42.7%↑",https://www.dailian.co.kr/news/view/996855/?sc=Naver,"현대차는 5월 국내 6만2056대, 해외 26만1073대 등 32만3129대를 판매했다고 1일 밝혔다. 전년 동월 대비 국내... 현대차는 코로나19 극복을 위한 활동에 적극적으로 동참하는 한편, 판매 정상화를 위해 힘쓸 계획이다...."
45,"현대차, 환경의 날 맞이해 방탄소년단 출연 '수소에너지' 다큐멘터리 예고편 공개",http://www.newslock.co.kr/news/articleView.html?idxno=40937,현대차-방탄소년단 출연 '수소 에너지' 다큐멘터리 예고편 영상 공개. 현대자동차그룹 제공. [뉴스락]... 앞서 현대차는 2020년부터 방탄소년단과 함께 'Because of You'라는 슬로건 아래 미래 청정에너지 '수소'의...
46,"[파워로펌]광장, 현대차 '카페이'에 종합 법률 자문 제공",http://www.edaily.co.kr/news/newspath.asp?newsid=01269366629078112,"현대차 ‘카페이’ 사용 화면 (자료=현대차그룹)현대차그룹은 별도의 결제 수단을 주고받을 필요가 없이, 자동차를 타고 가는 것만으로도 주유비를 비롯한 서비스 이용료를 결제할 수 있는 국내 최초 차량 내..."
47,"현대차, 코로나 백신 접종 직원 유급 휴가제 실시",http://www.skyedaily.com/news/news_view.html?ID=132904,그룹 계열사도 도입 검토…“삼성·LG 등 백신 휴가제 도입 흐름에 현대차 동참한 듯” 오창영기자(cyoh... 2일 업계에 따르면 현대차는 1일 노조와 협의를 통해 ‘백신 휴가제’를 도입키로 했다. 이에 백신을 접종한...
48,"현대차, 미래차 인재 양성 ‘H-모빌리티 클래스’ 교육생 모집",https://www.ekn.kr/web/view.php?key=20210602010000373,현대차는 이번 프로그램 참가자로 이공계 대학(원)생 850명을 선발할 예정이다. 오는 16일 오전 10시까지 모집 홈페이지를 통해 참가 신청을 받는다. 현대차는 차량 전동화와 자율주행 분야의 전문 지식을 배울 수 있는...
49,"현대차, BTS와 함께하는 '수소 에너지' 다큐멘터리 예고 공개",https://www.news1.kr/photos/view/?4802120,"한편 공개 예정인 본편 영상에서는 방탄소년단의 리더 RM이 사회자가 되어 방탄소년단 멤버들과 MZ 세대와의 대화를 통해 수소 에너지의 친환경성, 안전성 등을 이해하기 쉽게 전달할 예정이다.(현대차 제공) 2021.6.3..."
50,"현대차 코로나19 백신휴가 2일 주기로, 기아와 현대모비스도 검토",https://www.businesspost.co.kr/BP?command=article_view&num=234409,기아 등 현대차그룹 계열사 전반으로 백신휴가가 확대될 것으로 보인다. 서울 양재동 현대자동차 기아 본사. 2일 자동차업계에 따르면 현대차 노사는 1일 코로나19 백신을 접종한 임직원에게 접종 당일과 다음날...
51,"현대차·기아, 협력사 대상 '찾아가는 포상 이벤트' 진행",http://www.paxetv.com/news/articleView.html?idxno=118422,"현대차·기아 구매본부 김현태 상무, 일지테크 구준모 대표이사, 일지테크 김민철 노조위원장 [사진제공... 현대차와 기아는 코로나19 장기화로 힘든 대외적 여건 속에서도 적극적인 협업을 통해 차량 개발에 기여한..."
52,[5월 완성차 실적] 현대차 판매량 전년比 42.7% ↑…“코로나 기저효과”,http://news.heraldcorp.com/view.php?ud=20210601000874,현대차는 코로나19 극복을 위한 활동에 적극적으로 동참하는 한편 판매 정상화를 위해 힘쓸 계획이다. 현대차 관계자는 “코로나19 사태로 인한 위기 상황을 극복하기 위해 각 권역별로 대응책을 마련하는...
53,"현대차·기아, 협력사 대상 '찾아가는 포상 이벤트'… 푸드트럭 마련",http://www.getnews.co.kr/news/articleView.html?idxno=533169,사진 출처 = 현대차 현대자동차와 기아는 협력사 대상 '찾아가는 포상 이벤트'를 실시한다고 2일 밝혔다.... 현대차와 기아는 코로나19 장기화로 힘든 대외적 여건 속에서도 적극적인 협업을 통해 차량 개발에 기여한...
54,"현대차, 미래차 인재 850명 모집한다",http://www.epnc.co.kr/news/articleView.html?idxno=209404,현대차는 참가자로 이공계 대학(원)생 850명을 선발할 예정이다. 오는 16일 오전 10시까지 모집 홈페이지에서 참가 신청을 받는다. 이번 교육 프로그램 중 기본 과정을 수료 및 평가에 합격한 교육생에게는 현대차...
55,현대차 5월 판매량 32만3129대…해외 판매 67.7% 증가,http://www.newspim.com/news/view/20210601000920,현대기아차 서울 양재동 사옥<사진=현대기아차> 현대차는 반도체 부족 현상 등 영향으로 국내... 것이 현대차 측 설명이다. 현대차는 코로나19 극복을 위한 활동에 적극적으로 동참하는 한편 판매 정상화를...
56,현대차·글로비스 '백신휴가' 도입...기아·모비스도 협의중,http://www.fnnews.com/news/202106021510185162,현대차와 현대글로비스가 코로나19 백신을 접종한 직원에게 유급휴가를 실시한다. 2일 자동차업계에 따르면 현대차와 글로비스는 지난 1일 코로나19 백신을 접종한 직원에게 접종일과 다음날 유급휴가를 부여하는...
57,"현대차·기아, 우수 협력사 대상 ‘찾아가는 포상 이벤트’",http://www.segyebiz.com/newsView/20210602517346?OutUrl=naver,"현대차와 기아가 협력사 임직원 편의를 위해 현장에 전달한 푸드트럭. 현대자동차 [세계비즈=권영준 기자]... 사진은 현대차·기아 구매본부 김현태 상무, 일지테크 구준모 대표이사, 일지테크 김민철 노조위원장..."
58,"현대차, 본사·남양연구소 대신 출근할 수 있는 거점오피스 연다",https://biz.chosun.com/industry/car/2021/06/01/ATYZU6Z4YFH65GVX66K4FNA37A/?utm_source=naver&utm_medium=original&utm_campaign=biz,"현대차는 서울 종로구 계동사옥과 용산구 원효로사옥, 동작구 대방사옥, 강동구 성내사옥을 비롯해 인천... 현대차에 따르면 에이치 워크 스테이션은 양재동 본사와 남양 연구소 근무 인원을 위한 공간으로, 실시간..."
59,반도체 공급난에 현대차·기아 '파죽지세' 꺾였다,http://news.mt.co.kr/mtview.php?no=2021060117275421872,"1일 자동차업계에 따르면 현대차·기아는 지난달에 전 세계적으로 56만9123대를 판매했다. 전년 동월 대비 45.... 해외 시장의 경우 코로나19에 따른 기저효과가 두드러지면서 현대차는 67.7%(26만1073대), 기아는 74.2..."
60,"현대차·기아, 협력사 대상 ‘찾아가는 포상 이벤트’ 실시",https://www.fetv.co.kr/news/article.html?no=86607,"현대차와 기아는 코로나19 장기화로 힘든 대외적 여건 속에서도 적극적인 협업을 통해 차량 개발에 기여한... 현대차·기아는 GV70을 비롯해 K8, 아이오닉 5, EV6 등 현대차와 기아의 신차 개발 및 품질에 기여한 총 14곳의..."
61,"현대차證, VIP고객 대상 문화마케팅 진행",http://www.segyebiz.com/newsView/20210603508142?OutUrl=naver,사진=현대차증권 [세계비즈=주형연 기자] 현대차증권은 신종 코로나바이러스 감염증(코로나19)으로 침체된 고객들의 라이프스타일 변화를 위해 고객 감성에 집중한 문화마케팅을 시행한다고 3일 밝혔다. 이번 서비스는...
62,"현대차, 방탄소년단 출연 ‘수소에너지’ 다큐멘터리 예고편 공개",http://www.nspna.com/news/?mode=view&newsid=505953,"강은태 기자, 현대차가 오는 5일 세계 환경의 날을 맞이해 방탄소년단이 출연하는 '수소 에너지'주제의 다큐멘터리 예고편 영상을 3일 공개했다. 현대차는 2020년부터 방탄소년단과 함께 ‘Because of You’라는 슬로건..."
63,"현대차, 미래차 인재 양성 ‘H-모빌리티 클래스’ 교육생 모집",https://www.inthenews.co.kr/news/article.html?no=35275,현대차(대표 정의선·하언태·장재훈)는 2일 차량 전동화 및 자율주행차 분야 국가경쟁력 강화를 지원하기... 현대차는 프로그램 참가자로 이공계 대학(원)생 850명을 선발합니다. 오는 16일 오전10시까지 모집 홈페이지를...
64,삼성·LG·SK 주요계열사 이어 현대차...‘백신 휴가제’ 도입,http://www.youthdaily.co.kr/news/article.html?no=72818,"현대차·현대글로비스...백신 접종 직원, 이틀간 유급휴가 현대차그룹 타 계열사·기아·SK 등...도입 검토 중 SK하이닉스·이노베이션...기본 1일, 이상 반응 시 최대 2일 【 청년일보 】 삼성전자와 LG그룹, SK 주요계열사..."
65,"현대차, 5월 32만3129대 판매…전년 대비 42.7%↑",http://www.ajunews.com/view/20210601154948424,"팔렸다.현대차는 5월 해외 시장에서 지난해 같은 기간보다 67.7% 증가한 26만1073대를 판매했다.... 때문이다.현대차 관계자는 ""코로나19 사태로 인한 위기 상황을 극복하기 위해 권역별로 대응책을 마련하는..."
66,"현대차·기아, 협력사 대상 ‘찾아가는 포상 이벤트’ 실시",https://daily.hankooki.com/lpage/industry/202106/dh20210602090149147980.htm?s_ref=nv,"현대차와 기아는 코로나19 장기화로 힘든 대외적 여건 속에서도 적극적인 협업을 통해 차량 개발에 기여한... 기여했다고 현대차·기아는 설명했다. 현대차·기아는 GV70을 비롯해 K8, 아이오닉 5, EV6 등 현대차와 기아의..."
67,"현대차, 5월 32만3129대 판매…전년比 42.7% 성장",http://www.m-i.kr/news/articleView.html?idxno=833854,"현대차는 반도체 부족 현상 등 영향으로 국내 시장에서 지난해 같은 기간보다 12.4% 감소한 6만2056대를... 현대차 관계자는 ""코로나19 사태로 인한 위기 상황을 극복하기 위해 각 권역별로 대응책을 마련하는..."
68,"현대차-기아, 우수 협력사 대상 '찾아가는 포상 이벤트' 실시",http://www.newslock.co.kr/news/articleView.html?idxno=40877,"김현태 현대차·기아 구매본부 상무, 구준모 일지테크 대표이사, 김민철 일지테크 노조위원장. 사진 현대차그룹 제공 [뉴스락] 현대자동차와 기아는 협력사 대상 '찾아가는 포상 이벤트'를 실시한다고 2일 밝혔다...."
69,[단독] '애플카'로 거액 차익…현대차 임원 5명 더 있다,https://news.sbs.co.kr/news/endPage.do?news_id=N1006339850&plink=ORI&cooper=NAVER,"퍼지면서 현대차 주가가 크게 오른 적이 있었습니다. 나중에는 없던 일로 되면서 주가가 다시 내려갔는데, 그즈음에 회사 주식을 팔아서 차익을 많이 남긴 현대차 임원들을 상대로 금융당국이 현재 조사를 하고..."
70,"현대차·기아, 우수 협력사에 '푸드트럭' 보낸다",http://www.fnnews.com/news/202106020858178158,"현대차·기아는 GV70을 비롯해 K8, 아이오닉 5, EV6 등 현대차와 기아의 신차 개발 및 품질에 기여한 총 14곳의 우수 협력사를 올해 추가로 선정해 '찾아가는 포상 이벤트'를 진행할 예정이다. 현대차·기아 관계자는..."
71,"현대차-방탄소년단, 환경의 날 맞아 ‘수소 에너지’ 특별 영상 공개",http://www.viva100.com/main/view.php?key=20210603010000832,"현대차-방탄소년단, 환경의 날 맞아 ‘수소 에너지’ 특별 영상 공개 현대자동차는 이달 5일 세계 환경의... 밝혔다.현대차는 지난해부터 방탄소년단과 함께 ‘Because of You’라는 슬로건으로 미래 청정에너지 수소의..."
72,"현대차, 5월 반도체 영향에도 해외 판매 증가…전년比42.7%↑ (상보)",http://www.edaily.co.kr/news/newspath.asp?newsid=03109446629077456,"현대차 5월 판매 실적 (표=현대차) 현대차는 반도체 부족 현상 등 영향으로 국내 시장에서 전년 같은 기간보다 12.4% 감소한 6만 2056대를 판매했다. 세단은 그랜저가 7802대, 아반떼 6697대, 쏘나타 5131대 등 총 1만..."
73,"현대차 기아 5월 미국판매 급증, 월간판매 신기록 3개월째 이어져",https://www.businesspost.co.kr/BP?command=article_view&num=234506,3일 현대차 미국 판매법인(HMA)에 따르면 5월 미국에서 도매기준으로 9만17대의 완성차를 팔았다. 2020년... 현대차는 5월 처음으로 미국에서 한 달에 9만 대 넘게 팔았다. 4월 세운 한 달 최다 판매 8만817대 기록을...
